data_type,pii_data_point,token,is_active,hash,created_by,modified_by
LAST_NAME,"vault:v1:+qmUxea1Fx818yLK600ra6ofGKCKCmw+a/kZHr46Ozi6",TKN_5UOT171XCWEZ_LAST_NAME,true,9f140813496ad53bc06d056a7f90a6c2,batch_job,admin
EMAIL,"vault:v1:HmCbbkXiIvbUG5EW2mFbTXRwDzZN4dNRX4DUlpsnKFaxhajZx8t50v6zCrwuudURj38=",TKN_5UOT171XCWEZ_EMAIL,true,258b0ce6ebbe9d5f81a674d264384a70,batch_job,admin
MOBILE_NUMBER,"vault:v1:AR3y9SeODPkKbrt26psnFHw+w45ZqA9h+LV0i/kWswoOkKVxGqc=",TKN_5UOT171XCWEZ_MOBILE_NUMBER,true,6f5dc38e088d6727fcb11da5f9b2ef5f,batch_job,admin
DATE_OF_BIRTH,"vault:v1:F15/iC9k1Mg9ipw7guvprXnwyF16dJGo5IRbGH10vRgLK+4i8tE=",TKN_5UOT171XCWEZ_DATE_OF_BIRTH,true,cec844327c667dd4e764db024c8e4e54,batch_job,admin
ADDRESS,"vault:v1:PGjHMVGaLbLPP8ULbI652chASrYdrbiaRxdLZNFylz1vG2tD/Tx2Ys4qxM8w4Q4HlZiR37s8N6uzOe0RpvFaHAvfjpk6vBF/kVRzzqJUxufVKUQ=",TKN_5UOT171XCWEZ_ADDRESS,true,b401ebd1b589dbbb543c74c2474e6d78,batch_job,admin
CITY,"vault:v1:cTLRXnX9LTNdCAFwbxiKfdu+KkpQcUJIiPnbHwzx2J8joA==",TKN_5UOT171XCWEZ_CITY,true,43a1b151776e00640d8c58defa0dc739,batch_job,admin
COUNTRY,"vault:v1:XSqh7bF6JbbSCi37VeRsmHZZf1Ng0fGsmbF/DkmvbvQ9",TKN_5UOT171XCWEZ_COUNTRY,true,94fcaf61f9271813c5981a48873d8356,batch_job,admin
PAN_CARD,"vault:v1:p4gbsKO3OOTVOLlyGRujyEviCvwAZVim8DeMm/aGuWtnv3IuGOY=",TKN_5UOT171XCWEZ_PAN_CARD,true,66aedf3f0f021fe54203e0f1f49bf682,batch_job,admin
FIRST_NAME,"vault:v1:HFSVlfqPr/v4gewZsSh67muOmknbRPaaY30YOaJF",TKN_7WRU1RBO74DF_FIRST_NAME,true,3074509481dbb1cd03310a36003e43d3,admin,batch_job
LAST_NAME,"vault:v1:WNZmUsbFmzuyeMuc62QPaM36eyDlnuMeKu2WkUrXmA==",TKN_7WRU1RBO74DF_LAST_NAME,true,ab9a5c8e9f5e2f6695b06f5d1179ee29,admin,batch_job
EMAIL,"vault:v1:/Vq5ljB9eiEwUXS+0ismNTD0SkEMu9ci8qOu1EFO/aQ9qdCLoqrLnPpTURKcHw==",TKN_7WRU1RBO74DF_EMAIL,true,7cc656e74fc682e447647dca54931baa,admin,batch_job
MOBILE_NUMBER,"vault:v1:v8d6DIbUMmhlO+S2GH+AK5M8xHFwXtB1+yRtI26xSLPpsvSs6jc=",TKN_7WRU1RBO74DF_MOBILE_NUMBER,true,851fd6af25c2c211f38fc2f6ff4d8f77,admin,batch_job
DATE_OF_BIRTH,"vault:v1:RPzZoRZaAEdHeV7cAt1T0uQRtwQVG+aF8KL/Zz2QD/qqLJI0soE=",TKN_7WRU1RBO74DF_DATE_OF_BIRTH,true,5698f167d4e0304e5cccbc0fcaacfece,admin,batch_job
ADDRESS,"vault:v1:2RFKzPbdbvkNbbsuSPccRDbOGgjTjHagzgU2W0CaBBrS5YXs+EHOTKMnjDESZosgRkzOzME2/X+RZHSkv/ajnAT0AeEkXTvjfLHDqQ==",TKN_7WRU1RBO74DF_ADDRESS,true,f88548999062df7d2985c34988b0c0a1,admin,batch_job
CITY,"vault:v1:DUdMFSrBCQQX1ThSm3I0LR7GPWvI45KxqGQZ3nPlvZG8rUXHnVILnz4=",TKN_7WRU1RBO74DF_CITY,true,03c14a54f76614bb5f45a29f8ce6951d,admin,batch_job
COUNTRY,"vault:v1:CsagHDbMKweS3jTfqpvJw6aKs/yFMAMAKP3hQIZ5Sfqi",TKN_7WRU1RBO74DF_COUNTRY,true,a93500f3e9e823683bad5f10187c8ee4,admin,batch_job
FIRST_NAME,"vault:v1:emhjjq8YildmD/YdkIyfJpOlokfgKGFdiMvnoj2xdhs=",TKN_XAYEO5CYLSWP_FIRST_NAME,false,f1941afe22f784165b5416e98d78dc24,admin,system
LAST_NAME,"vault:v1:fjruclnEAEEvQikgefYlmRHJEaLGI9o6GzmPwDFD8g==",TKN_XAYEO5CYLSWP_LAST_NAME,false,4b23634e662bedfcacba9d99471de479,admin,system
EMAIL,"vault:v1:Pdpv/m8hEVbflEScBGZfE20hibdbzWNATQAQa9HhdZ4bhdmZ2UNkhac72ceoAg==",TKN_XAYEO5CYLSWP_EMAIL,false,0e5bbd34fb1f585946286712d35b617f,admin,system
MOBILE_NUMBER,"vault:v1:ilncKJMdkj1AedYx9z3vZDTUTuZ90dDFqYBy6+96xUOucpnuY10=",TKN_XAYEO5CYLSWP_MOBILE_NUMBER,false,401a5f8bda3f4a379bd1c80356c1377a,admin,system
DATE_OF_BIRTH,"vault:v1:qIYIpVEJQAz9Ksss2PnOBXCebt51dCG4pvrBKTPpRBYt8191oPM=",TKN_XAYEO5CYLSWP_DATE_OF_BIRTH,false,6e3cc79f3099f9c6a43b1c0a1868f624,admin,system
ADDRESS,"vault:v1:UQInBvz48LTypvM4R2cr8zGf8iYehXg6k80xjMx5RIwMSa61weDIngBOym0+QjV00nZZUXMUBi7cVthrO3WxqdtnbJxSOHdMrsFVwDc=",TKN_XAYEO5CYLSWP_ADDRESS,false,e690f7ff69c7b7f80202bc3255db92ac,admin,system
CITY,"vault:v1:AaYAnxUdud9F1Y5b6f47DgiSHRfMbMc7I3DJ1SnpeAWBxGzKrvY=",TKN_XAYEO5CYLSWP_CITY,false,726e0b32706251440a0643b6efe8f82a,admin,system
COUNTRY,"vault:v1:mstiW3OaKBsFgpZu9WfQGa0y0l4skittFZBYdKBL62gr",TKN_XAYEO5CYLSWP_COUNTRY,false,5a2a10afae9719c7aa73657e30bd1870,admin,system
FIRST_NAME,"vault:v1:tizMqAV1VrrV55q4OnnkSVQmg/mP+C9Wra800FYISnU=",TKN_I3USLNH2T4D4_FIRST_NAME,true,f852516838ceb997bf4478a4e37cccd3,admin,batch_job
LAST_NAME,"vault:v1:MpCmXHHS6CB5QWG9jvh/8JbTOzJHiQ3NaEOnZjrto/U=",TKN_I3USLNH2T4D4_LAST_NAME,true,642fd653c1e14815f2991827b667ea4b,admin,batch_job
EMAIL,"vault:v1:nV9QJ8qh/WyzelGSW8Q/FcMDzrvNwiVhJVeG6Y6ctYRQAitN03HnfFsVGijqfN7xEA==",TKN_I3USLNH2T4D4_EMAIL,true,ba1486cbed95100661cc304001316131,admin,batch_job
MOBILE_NUMBER,"vault:v1:adcvLac+9KGoqJ6qxn/91DyROSQ4jOJis4opQtm9trBZEdwged0=",TKN_I3USLNH2T4D4_MOBILE_NUMBER,true,58e1a26ee07ac530b1366f4f867b5afa,admin,batch_job
DATE_OF_BIRTH,"vault:v1:IHVnnL0YgCu2rXUleVvdSlsRp+0A06D2LWNyV+3QLtc5b9yK6s0=",TKN_I3USLNH2T4D4_DATE_OF_BIRTH,true,731e33a5a1a0200f5f94c4e4ee5f154c,admin,batch_job
ADDRESS,"vault:v1:0kRwsFC6XlUu3k74qIKDdttAbINoW1yKToQ+n4pubAU2sp6PU3BsyBb7aODvUk8cAKKwfXETUzIj6WqBwGStIas61WKA8qZvqPwKz5QDsApmFmg=",TKN_I3USLNH2T4D4_ADDRESS,true,3b07f7cebca95c6ba03eb23b7a134161,admin,batch_job
CITY,"vault:v1:wy0Y4vXil+IVE3IFOmex1ch3vTj5v5A8yE+kyqrfjpsws1KGhQ==",TKN_I3USLNH2T4D4_CITY,true,41a21c73a6e5e37324f36c83bab9eb95,admin,batch_job
COUNTRY,"vault:v1:VVJtGUQhrL8cyIY09Wd43pzhrRgj27S3Vp6GLUHPt7bs",TKN_I3USLNH2T4D4_COUNTRY,true,a56c83bc591d47d96128a8141025be1a,admin,batch_job
FIRST_NAME,"vault:v1:zbdDluR/XMfI9VSgPD+ZTbdT+FBj/EfIgAnh0XsjHC8=",TKN_E5UIO41XQRXN_FIRST_NAME,false,ea79069f6baa12689c2887ce339b633e,system,batch_job
LAST_NAME,"vault:v1:3Pi9VIniSptesYwa0bycBX+72ik1LDG2jjRq1LUhCQ==",TKN_E5UIO41XQRXN_LAST_NAME,false,6d346a7082f982838f41f04349e729bf,system,batch_job
EMAIL,"vault:v1:5E4ientzAd6Ys7NvPjt8wA0JGQQ1KyPkAzLY8VTh04kA8JWf8en3oGO8/Kfle2Kg",TKN_E5UIO41XQRXN_EMAIL,false,8cd04b15a75c33a4f38411e27e2f2bb0,system,batch_job
MOBILE_NUMBER,"vault:v1:qHFIQRQq5I6HKcgyKUSr6tBsxPGV5whTHEP4jSZzH5FPXR2tQLk=",TKN_E5UIO41XQRXN_MOBILE_NUMBER,false,4017524f0f8a4bd844a87f36d9bed0f7,system,batch_job
DATE_OF_BIRTH,"vault:v1:+NvvqZoSoF3pFs2affSMrAso0W7Whla1X8NChrC1bhVaM7CNI+E=",TKN_E5UIO41XQRXN_DATE_OF_BIRTH,false,1b990b56e8026a8cbf052dd7a7694d44,system,batch_job
ADDRESS,"vault:v1:JuhU53O5n2Sh6CZ71xAnMV7fKu4nJyO1ubWnPokTTudnAi2MGU0/UW5CaN5Oq4wt8UZ9ppsW8kkTwA1MgbYRSUUgS+w/qSKYQxHZVDBmgtxz",TKN_E5UIO41XQRXN_ADDRESS,false,5805d480df9d0dd8f204eae8d09f2671,system,batch_job
CITY,"vault:v1:BPSvEEbetQiifLShvCPN2s2X0pEe4JrbyhLuQ4rwRNFhHOzS",TKN_E5UIO41XQRXN_CITY,false,6067ac6e93db9e4e6dad22ce26c0b20f,system,batch_job
COUNTRY,"vault:v1:9/Py9qx5FluBDct+MiJ/wVFoLJJVkK2m01wb2FXFU66B",TKN_E5UIO41XQRXN_COUNTRY,false,0568b2e9cbe24e00de81ec31f3f25771,system,batch_job
FIRST_NAME,"vault:v1:hsOzgUn2XdSLH6BkfdLqtfWVws3gdrPzSkDjsP82ku13Cw==",TKN_XKPKSH7IZCU6_FIRST_NAME,false,b72d06e4413ddd847667bbc7e10a79c3,batch_job,api
LAST_NAME,"vault:v1:oEtiMA6tgRNv+znSOR4bA/oQBQd5zr+FUoUs6OFvVQM=",TKN_XKPKSH7IZCU6_LAST_NAME,false,d3751f9a883f6739a22d3f065db9ffe0,batch_job,api
EMAIL,"vault:v1:yoE+cztM9bdPn42a39CkA88q3g6KxdAu6kSQnJm5EtZ4Oaf+kGOKTHLFBy62L/HuIpYv",TKN_XKPKSH7IZCU6_EMAIL,false,a88e199a02bdab98d7c81bed27f46090,batch_job,api
MOBILE_NUMBER,"vault:v1:76uZRpGPURU+buaBvrTzY17eyWA4m/CHpRCvGNlVMPfLm6mfiGg=",TKN_XKPKSH7IZCU6_MOBILE_NUMBER,false,b0bffe2c209fb2825404410843248c0d,batch_job,api
DATE_OF_BIRTH,"vault:v1:iek4uEmwjMIP9ieJ25ngNc6tfosf65/r11sm8d2EQuJpeCjDvoA=",TKN_XKPKSH7IZCU6_DATE_OF_BIRTH,false,957e0c9092f2e0e27303f84f382b5635,batch_job,api
ADDRESS,"vault:v1:MNxIcuS+RutGOOioh/juv3MxxFepCdRzL3CykaWAAwiSPBabU6FN5CtV9yB26HAXkXZDrnwSgqzuzKbEnfq1f3VXwMwfVND7HdWvO4cWitcOcJ0=",TKN_XKPKSH7IZCU6_ADDRESS,false,58b9d98ee159c961c8fe25713a81b547,batch_job,api
CITY,"vault:v1:8ocWctqj++ChkcJ0DJFkMvuGLSHQLSWWhMoxQphhSMz5Vk3YP4tW",TKN_XKPKSH7IZCU6_CITY,false,9029a5f87303f5806424ea306f3e9d0f,batch_job,api
COUNTRY,"vault:v1:cKpaFO7zdf80k9/WtRg5zIeXyz/rx5BZNe7uyvZFTwU4",TKN_XKPKSH7IZCU6_COUNTRY,false,b2ea2d98d5fa1a47c44cd569f9e16ced,batch_job,api
MIDDLE_NAME,"vault:v1:EA3asNMt7Oha9NNrGCTJu9v+ANIzzmbJDoC8bw2GuSojM+k=",TKN_XKPKSH7IZCU6_MIDDLE_NAME,false,1696866215306db10a72813642478c29,batch_job,api
FIRST_NAME,"vault:v1:Pw620ENRzcjvkv0ZRUE4jjaJv4UAyZ/y8hzHgIE/ybgb",TKN_8XTNKQEVQV1J_FIRST_NAME,true,940734e3b1bf3d97df1ff1e85a858c72,batch_job,system
LAST_NAME,"vault:v1:RXuZlrBltkgZ1M/FfIuu1DfL9eFCRmk48LGzPfXCh20F+Q==",TKN_8XTNKQEVQV1J_LAST_NAME,true,e784ca7dd1740f7738e6916f06f936a5,batch_job,system
EMAIL,"vault:v1:TZOv8G7zoj1J3fitv5B9WjiDrt7YBkIy7H+eoJV7OOjLMeXVG8/isEh2CnBs7Ce527gWag==",TKN_8XTNKQEVQV1J_EMAIL,true,3794844ec04c920759da3958e55649da,batch_job,system
MOBILE_NUMBER,"vault:v1:upQwNqGvJ0s0vYEGABNJjrxU0wmrVhCLyBZfaJT+OTy/lqAodtY=",TKN_8XTNKQEVQV1J_MOBILE_NUMBER,true,56275fa61a29bed8bbc3b4a5608d494e,batch_job,system
DATE_OF_BIRTH,"vault:v1:AG5KMQ8XeCeafU3+bs5iEJLwgYpmdZ0k1hbW4Rn/KQPyikG3s3c=",TKN_8XTNKQEVQV1J_DATE_OF_BIRTH,true,ddfa2206ce7902d6cd6cd2bc11547371,batch_job,system
ADDRESS,"vault:v1:k/xldF7kIWs19o+tZLCx77ZsaNGkNztnXq9zQ1L43N5eUufJ+ytflbrc4jxjPRH6Iy/8TtWlDJt5353iBjWf8dxwft6St3w=",TKN_8XTNKQEVQV1J_ADDRESS,true,3abd4567de0b462c874a5f66143c1dd8,batch_job,system
CITY,"vault:v1:tiBqZemk8WmrO4Z30ddkFtXFFFu8R+MCkfZ0ph7X0BPJpW4e7UaKhGHcmI4=",TKN_8XTNKQEVQV1J_CITY,true,bb0438def700d2fd2d47c164eb8ce65c,batch_job,system
COUNTRY,"vault:v1:wZNNAjDVBaxNkqSYKuPcE/WlzjUwUe/5GjbpRCcejIzO",TKN_8XTNKQEVQV1J_COUNTRY,true,651cfbbfb1c83c3bddbb96f5a8f00314,batch_job,system
PAN_CARD,"vault:v1:T5gEB2KPe+FeJI9+m+iX0WxiCLzkt4PgvnxjvWRYj32qqSajagg=",TKN_8XTNKQEVQV1J_PAN_CARD,true,87ca4fd85e2baf61c7923f138c7d8331,batch_job,system
FIRST_NAME,"vault:v1:NJCp3kcYdc+IZ9rNIG8RblZbBa+60Wu4SGatQ5zbOGNZ",TKN_FSUBZO4X0VVG_FIRST_NAME,false,37abdd3b340f978852ed03229a9367ce,user,system
LAST_NAME,"vault:v1:Jb7aezLHjU44n7fKrDFJJbgba6S5DBX28WX8/oFKQ3/X",TKN_FSUBZO4X0VVG_LAST_NAME,false,b8db107ca987940abe53bd0eb7e11edd,user,system
EMAIL,"vault:v1:p4zZ1tXzHMZodwjNQ6RHBlxq+0aSQgOlwtlRjo5KbJj3SjeeT87mTU5x9OkdaOTDxtAF",TKN_FSUBZO4X0VVG_EMAIL,false,c2fe976e551afc87b00c626ab50251f6,user,system
MOBILE_NUMBER,"vault:v1:QFjbzO7ETnT3USIFitPK2aF/nlYio29E/7Vl0FSVasaeSyhIoto=",TKN_FSUBZO4X0VVG_MOBILE_NUMBER,false,5af4318f1da1719f3e61bbb551396523,user,system
DATE_OF_BIRTH,"vault:v1:bjhScssT+FGheZ+azdV2qTAZW/6NCoX/EaN4Ydg3KtPp8wZaYVY=",TKN_FSUBZO4X0VVG_DATE_OF_BIRTH,false,61b1a0532e59fc5b03a96c29512f269b,user,system
ADDRESS,"vault:v1:VlnsfOvlwHGyCQkAlpJwzFsbb9UjbKvhTuk3cq6x8GyjVsu4QNig87GsdiD967glgSf0bAopD+1c2VeiRPsnv08c5ZxOSom2W+nbHQ==",TKN_FSUBZO4X0VVG_ADDRESS,false,5467fb6eb01c898822e0fa60a65ba890,user,system
CITY,"vault:v1:jWLt30x/hjbaLjTihqoj2mcPcJX/uD/a2TAm1EA89lIEdQ==",TKN_FSUBZO4X0VVG_CITY,false,07d6711b991db47fdc808d7d88bca11b,user,system
COUNTRY,"vault:v1:Po/kMcekj6nmvNPhXNSxIseDR6Fk5q4LALm8PFpVkpW3",TKN_FSUBZO4X0VVG_COUNTRY,false,e7a74f86e74abab617a857592453c453,user,system
MIDDLE_NAME,"vault:v1:JRgStAnwqCIbeVX/a9Kyyw+IFxrJtg2br8d6NHvdeVpV",TKN_FSUBZO4X0VVG_MIDDLE_NAME,false,f910d714b5ea8b29e624c7dbe174ae0d,user,system
PAN_CARD,"vault:v1:z4b6MYk4JyhLYWtjF0jHSLpC7xZ6PhXImsy7M4PlQUSGhzqSNec=",TKN_FSUBZO4X0VVG_PAN_CARD,false,7bf8f0924d539852d7789bd916044068,user,system
FIRST_NAME,"vault:v1:08idGZrDNsiBixrR5hcUcxoebGHN2jZ4760addZ1WKk=",TKN_TQ8O1JS3R1BI_FIRST_NAME,false,07621d324bbdaaee9eb3a2f94b4eae5c,system,user
LAST_NAME,"vault:v1:ayXWYPDf1q38VlP9+3J0WaM6wyVSvJ0SZqJoMPb48sN3qg==",TKN_TQ8O1JS3R1BI_LAST_NAME,false,154e3185e2c35a4476868478aa1fe836,system,user
EMAIL,"vault:v1:Xro3xHCD3mGAg23Ou//x+yrLxqaPPTq596o/rOMTqWCYQeat02GwvLKLcNumHVYx4g==",TKN_TQ8O1JS3R1BI_EMAIL,false,df3905ac4f7e0667746fe3332c198fb8,system,user
MOBILE_NUMBER,"vault:v1:7D/3IgMPGPlZdabZQedTz4gPl2Y8sRPMLl+gtLL8xTM1k8HpJwY=",TKN_TQ8O1JS3R1BI_MOBILE_NUMBER,false,aeef74d15b1b7d7c43e06c03e2170a61,system,user
DATE_OF_BIRTH,"vault:v1:n92eadTzRKOYPx0/J/WOacCAO3zkR9WBddjfT626u6JNdKQI77I=",TKN_TQ8O1JS3R1BI_DATE_OF_BIRTH,false,068702c016a29af0b3a7b9b38a6c46b2,system,user
ADDRESS,"vault:v1:oelJxC9wfcwqQQamsMprE+5qrBkfCosg31LY6UOquS+8KldbSu5kxUEBjr6hB2Ft/PMbt2tL4zEEVSBOrsG+UEGR2WvAySEOMisqp47W2VpTYMW9SA==",TKN_TQ8O1JS3R1BI_ADDRESS,false,e6476bcf229556e78579ca1180511381,system,user
CITY,"vault:v1:kd/52XiU7Y68q9E+RkSRLkqjTBoL8JekoWWcYA0+8/caIuU=",TKN_TQ8O1JS3R1BI_CITY,false,b4adc9cbd1f76eb07825df0fe1a37155,system,user
COUNTRY,"vault:v1:zFs5iL2otgZdpFP7ibcazD1ApEThHBwB2WM6+5oFhrEz",TKN_TQ8O1JS3R1BI_COUNTRY,false,470a57d10ca5776436131a8e9ed48a2d,system,user
MIDDLE_NAME,"vault:v1:XaIx5Txh+r1f1PGwNnrxdYUPncd4HyY31Erw+xJGbZjg",TKN_TQ8O1JS3R1BI_MIDDLE_NAME,false,0d4d69611d483c26819535e8d31171c0,system,user
FIRST_NAME,"vault:v1:D7LXYLrij0vlta6LEDm2bg2mWbj7OVehNIGgLtbI9w==",TKN_2L5ZJBNLIR1G_FIRST_NAME,false,2d3e6e224b3052cd7ad6e813ce183e52,admin,api
LAST_NAME,"vault:v1:9L6EXKk92AJ40YVLJSVvCNSV6u/D7JfCfSuRxhfclDE=",TKN_2L5ZJBNLIR1G_LAST_NAME,false,59bf86513b0f049784c58a0a77deff53,admin,api
EMAIL,"vault:v1:CH6u8e0DYuxpQpRdrpMzp5HtiO+AgGsK2PDaYKGh0Wmr1nd6JA7+JZqfLOodkRzW",TKN_2L5ZJBNLIR1G_EMAIL,false,d6b8a9d5157095267eec40c55b6fca79,admin,api
MOBILE_NUMBER,"vault:v1:t0u6b+K8RZpg92oi8bw7+TbcizIdNLsyETQE5TzdWobJDk8vMf4=",TKN_2L5ZJBNLIR1G_MOBILE_NUMBER,false,9b3936cd39b3f0d089ba921c0baefeea,admin,api
DATE_OF_BIRTH,"vault:v1:p7QpTj7tMbgdiJNp1YPKyhuSMkWC8aS0+xAacPEWyBQKZ25X1wo=",TKN_2L5ZJBNLIR1G_DATE_OF_BIRTH,false,04a569d1b5236c12f8bfccacd3f4f36a,admin,api
ADDRESS,"vault:v1:4JqqUrMNCIkdqe8tpbafKh/ybKWR5G46knLDT9ooxqiC1lGoX9Pm/6jik8GoyUZB883Kf0zPbBKTGvhJj3LhQJHRpdzPanqFmuCp",TKN_2L5ZJBNLIR1G_ADDRESS,false,14f47ea1e6b47f73af53619b66a1e243,admin,api
CITY,"vault:v1:7VHA0VRJ7dwjBHxlLefska/+jS7TuYuViybcXlvLOuNeAg==",TKN_2L5ZJBNLIR1G_CITY,false,8a3243b435829f59dfc67a1f1d329f26,admin,api
COUNTRY,"vault:v1:6I+OvzzOMfSpuXDBAQtCtO32z2tb2/d76Jj53yi8FmQ/",TKN_2L5ZJBNLIR1G_COUNTRY,false,bdd6bd842109fed63e0bb490f8329728,admin,api
PAN_CARD,"vault:v1:eeY3/9/vLeaDLKKIIzIUlHT6ad2V0xQtbj022VIzvG43L44YPXI=",TKN_2L5ZJBNLIR1G_PAN_CARD,false,8dd5e4e64c03fbd5307d24cb8d878a09,admin,api
FIRST_NAME,"vault:v1:pnopYgVAEWRMkqveudAP5hLoRWaYRZ9aFrVZW+zS",TKN_3X19ZWNWN4ZL_FIRST_NAME,true,df3d564205cd80c7778d29de96797f12,system,user
LAST_NAME,"vault:v1:c5/VDUoekvuwbD65htHBBWhuB1lhdGsRy5NtFxgv4Cw6",TKN_3X19ZWNWN4ZL_LAST_NAME,true,4eadc81f1e514ad9602db5c506c3499f,system,user
EMAIL,"vault:v1:VXMmPa5Rj3HcCozhufZxUQjIm1AWe5J5x2ixSx17B7gzzojttfxzFIAHXEI2uIE=",TKN_3X19ZWNWN4ZL_EMAIL,true,d66081da2fbc6f43ddb6b7eb004beab3,system,user
MOBILE_NUMBER,"vault:v1:ca5ia/pSAztZfd0AOI5zo7txZe+YmaIThUD8C/SKKW7EAelpago=",TKN_3X19ZWNWN4ZL_MOBILE_NUMBER,true,08631c2529306b805e0192491c6fda1b,system,user
DATE_OF_BIRTH,"vault:v1:rR+SzRpKv0Rjdqf5G8HyhVrQNh9RfqrbZsMgeMeWOLpaCTJPoaA=",TKN_3X19ZWNWN4ZL_DATE_OF_BIRTH,true,5efc7cb5783b791d1645a8ca8d751d6e,system,user
ADDRESS,"vault:v1:MVQKkyFQ93+trlvHUwBV7f7m2cz+aFBOjasT6QSFJwfQrKWBvlYBzbJKV6lbPRcowgU9MgyIyCcwKGgs36zyKjDg+04nNzE/9auBZ8UdBi1WMkQYAdaz",TKN_3X19ZWNWN4ZL_ADDRESS,true,b1efe95c501cd0ba4507034b9b46561d,system,user
CITY,"vault:v1:jqKbF/L+eT91ZJZBLQ/y9KwXE8yduyRhKqCjDqpYRLHjrpY=",TKN_3X19ZWNWN4ZL_CITY,true,6e9fb519aff030e5f2417a891ea9262b,system,user
COUNTRY,"vault:v1:q1bZAvZkj17Wqj2I17LejYUHSLvNnZ7OGi5VBtr5GV7I",TKN_3X19ZWNWN4ZL_COUNTRY,true,81adebb8ca901d653675ae5b1622d4c6,system,user
PAN_CARD,"vault:v1:DAN2MqjW1UbPIEXu167aBJTY0y+08FvGv7MP2mlkjKA1rmlvzsg=",TKN_3X19ZWNWN4ZL_PAN_CARD,true,5d032ad7f2e3f0ed2f0177276b57cd2c,system,user
PASSPORT_NUMBER,"vault:v1:OMBAyDN63GF5d21wabnOedpoqmBHx4JqCgQ5WuMzCndRCa5N",TKN_3X19ZWNWN4ZL_PASSPORT_NUMBER,true,714cde4a7b45b7374dd1aa34b4bb209e,system,user
FIRST_NAME,"vault:v1:+U9WRgD7VRW/jt4bDP1oT0iWl8CMj6tWzIK07188wPpVipA=",TKN_5MPD3D0ASV1D_FIRST_NAME,false,6b426c4acc4a369aa444fbc64d050b3f,user,api
LAST_NAME,"vault:v1:8tZp5+itYcVJbymu5EaCg9I2WvVtuiFkHR14t0XtUA==",TKN_5MPD3D0ASV1D_LAST_NAME,false,3d82a5d63c907825e176e46ef59bfc13,user,api
EMAIL,"vault:v1:FHNvf0P+tPxqA+jyKW5MGHqIaskq3fnUqAhpQX9hgXqM7PC/U6etwXZso5TPIvFoHA==",TKN_5MPD3D0ASV1D_EMAIL,false,37bbd35aa068783a27b1962dc6b0737f,user,api
MOBILE_NUMBER,"vault:v1:BFhBFeM9PZaKDaTDTQUm38VrcEZGH7T+W2iyk+sTkvnvoUAEwv0=",TKN_5MPD3D0ASV1D_MOBILE_NUMBER,false,df6774465a4247599026e642b93ad65e,user,api
DATE_OF_BIRTH,"vault:v1:vrH2246jWP3k3cYPFqEp6FNIkJVdwo9VdkaULqYUFlfxuqMdzeI=",TKN_5MPD3D0ASV1D_DATE_OF_BIRTH,false,c2b5a0c17fbe1564aa15efd3f7c40398,user,api
ADDRESS,"vault:v1:o2WrsdRRN69pf+oqDmA3V1k+jGZNBJGIITVhepjyV6u7tnsslxmveUKixVKp+JrArzcyegjqPI8egNvlM1+6N0s/EPlIcfttaQs8efBjNnwaBtc=",TKN_5MPD3D0ASV1D_ADDRESS,false,60ad6320c65d487d1aeec6b054cb43b4,user,api
CITY,"vault:v1:LZc/QZIuvfESu6Tw8V5LnjdgnFdFEzjuRcIDsYV+ZICSBJ0=",TKN_5MPD3D0ASV1D_CITY,false,28f6086e5066f87949bdb0c6547995e8,user,api
COUNTRY,"vault:v1:2pLhF+JE8z41Te65xHMnSruBZWJO7b3+Cm/QDNxP3PSi",TKN_5MPD3D0ASV1D_COUNTRY,false,3746c0968ce8dce77754164f9291e16b,user,api
MIDDLE_NAME,"vault:v1:fpbhamcit3bQ5kgPK2CJUnaGmqHi/0ckkhZj5SWNiJw=",TKN_5MPD3D0ASV1D_MIDDLE_NAME,false,6f0ebe3fc4fb9674737f832a3a01f861,user,api
FIRST_NAME,"vault:v1:qtg8BKMOW/82MeEa5nh9y6KlYGp86Ll27dJMcVv1",TKN_A6PKHJGAFTLO_FIRST_NAME,false,1010e0a9f61efdc6c5eba92941e8828c,api,admin
LAST_NAME,"vault:v1:8FUEkDuGS2+fN0uGLkvsOYo4YGL0PcGHZfPS6eimkPU6",TKN_A6PKHJGAFTLO_LAST_NAME,false,7025001d493c915e8f6a5f5133183898,api,admin
EMAIL,"vault:v1:oiTWYtforfJUP+V165XrMgbY3j51Xwi+l/DU9LUcqZ3StOwu36HCivkvBzvibylE",TKN_A6PKHJGAFTLO_EMAIL,false,f6c908aa3e55bf0279068c0bdae3b497,api,admin
MOBILE_NUMBER,"vault:v1:J6aPL+21K4UlJXG3Pvqy0A+nhmf07vTPqNOnXEdmk4VVvoxzmFI=",TKN_A6PKHJGAFTLO_MOBILE_NUMBER,false,a5586e1b5d1cd1a939702e9e003b19a5,api,admin
DATE_OF_BIRTH,"vault:v1:DD0azAFTo777Y/A4UsCp2PxhZMAxm4o0SL9bFCiWX4zKdRCtEM8=",TKN_A6PKHJGAFTLO_DATE_OF_BIRTH,false,44807a86576e3365c4840dc95ae0dbf3,api,admin
ADDRESS,"vault:v1:Y8uGsDQio96BtzZkHiSsL5WQgJR7RLoKc3KwBHuW2fXxjq6Enq8gys3UQbpHSB5sOhORk0a7Ux6HEuNJU8qlx4sguusNfU62ZOdI6xRnhGeDp8mE",TKN_A6PKHJGAFTLO_ADDRESS,false,65e2f44be731d069a17f177b70bc935c,api,admin
